agent,game_num,score,record,mean_score
Random,4020,0,2,0.129
Random,4021,0,2,0.129
Random,4022,0,2,0.129
Random,4023,0,2,0.129
Random,4024,0,2,0.129
Random,4025,0,2,0.129
Random,4026,0,2,0.129
Random,4027,0,2,0.129
DQN,624,38,55,20.244
Random,4028,0,2,0.129
A*,277,42,90,51.108
Random,4029,0,2,0.129
Random,4030,1,2,0.129
Random,4031,0,2,0.129
Random,4032,0,2,0.129
Random,4033,1,2,0.129
Random,4034,0,2,0.129
DQN,625,21,55,20.245
BFS,275,68,88,51.385
DQN,626,7,55,20.224
Random,4035,0,2,0.129
Random,4036,0,2,0.129
Random,4037,0,2,0.129
DQN,627,24,55,20.230
Random,4038,0,2,0.129
Random,4039,0,2,0.129
A*,278,53,90,51.115
Random,4040,0,2,0.129
Random,4041,0,2,0.129
Random,4042,0,2,0.129
Random,4043,0,2,0.129
Random,4044,0,2,0.129
Random,4045,0,2,0.129
Random,4046,0,2,0.129
DQN,628,23,55,20.234
BFS,276,48,88,51.373
Random,4047,0,2,0.129
Random,4048,0,2,0.129
Random,4049,0,2,0.129
Random,4050,0,2,0.129
DQN,629,16,55,20.227
Random,4051,0,2,0.129
Random,4052,0,2,0.129
Random,4053,0,2,0.129
A*,279,46,90,51.097
DQN,630,13,55,20.216
Random,4054,0,2,0.129
Random,4055,0,2,0.128
Random,4056,0,2,0.128
BFS,277,44,88,51.347
Random,4057,1,2,0.129
Random,4058,0,2,0.129
Random,4059,0,2,0.129
DQN,631,42,55,20.250
Random,4060,0,2,0.129
Random,4061,0,2,0.129
Random,4062,0,2,0.129
Random,4063,0,2,0.128
DQN,632,12,55,20.237
Random,4064,0,2,0.128
Random,4065,0,2,0.128
DQN,633,19,55,20.235
Random,4066,0,2,0.128
Random,4067,0,2,0.128
Random,4068,0,2,0.128
A*,280,68,90,51.157
Random,4069,0,2,0.128
Random,4070,0,2,0.128
Random,4071,0,2,0.128
Random,4072,0,2,0.128
Random,4073,0,2,0.128
Random,4074,0,2,0.128
BFS,278,75,88,51.432
Random,4075,0,2,0.128
DQN,634,40,55,20.267
DQN,635,6,55,20.244
Random,4076,0,2,0.128
Random,4077,0,2,0.128
Hamiltonian,9,297,297,297.000
Random,4078,0,2,0.128
DQN,636,12,55,20.231
Random,4079,0,2,0.128
A*,281,50,90,51.153
Random,4080,0,2,0.128
Random,4081,0,2,0.128
Random,4082,0,2,0.128
Random,4083,0,2,0.128
Random,4084,1,2,0.128
BFS,279,41,88,51.394
Random,4085,0,2,0.128
Random,4086,0,2,0.128
DQN,637,31,55,20.248
Random,4087,0,2,0.128
Random,4088,0,2,0.128
Random,4089,0,2,0.128
Random,4090,0,2,0.128
Random,4091,0,2,0.128
DQN,638,16,55,20.241
Random,4092,0,2,0.128
Random,4093,0,2,0.128
Random,4094,0,2,0.128
Random,4095,0,2,0.128
Random,4096,0,2,0.128
Random,4097,0,2,0.128
Random,4098,0,2,0.128
Random,4099,0,2,0.128
DQN,639,26,55,20.250
Random,4100,0,2,0.128
BFS,280,51,88,51.393
Random,4101,0,2,0.128
Random,4102,0,2,0.127
Random,4103,0,2,0.127
A*,282,71,90,51.223
Random,4104,0,2,0.127
Random,4105,0,2,0.127
Random,4106,0,2,0.127
BFS,281,29,88,51.313
Random,4107,0,2,0.127
Random,4108,0,2,0.127
Random,4109,0,2,0.127
Random,4110,1,2,0.127
Random,4111,0,2,0.127
DQN,640,44,55,20.288
Random,4112,0,2,0.127
Random,4113,0,2,0.127
Random,4114,0,2,0.127
Random,4115,0,2,0.127
Random,4116,0,2,0.127
DQN,641,17,55,20.282
Random,4117,0,2,0.127
Random,4118,1,2,0.127
Random,4119,0,2,0.127
A*,283,58,90,51.247
Random,4120,0,2,0.127
Random,4121,0,2,0.127
DQN,642,20,55,20.282
Random,4122,0,2,0.127
BFS,282,70,88,51.379
Random,4123,0,2,0.127
Random,4124,1,2,0.128
Random,4125,0,2,0.128
Random,4126,0,2,0.127
DQN,643,27,55,20.292
Random,4127,0,2,0.127
Random,4128,2,2,0.128
Random,4129,0,2,0.128
Random,4130,0,2,0.128
Random,4131,0,2,0.128
Random,4132,0,2,0.128
Random,4133,0,2,0.128
A*,284,53,90,51.254
Random,4134,0,2,0.128
Random,4135,0,2,0.128
Random,4136,1,2,0.128
Random,4137,0,2,0.128
DQN,644,35,55,20.315
Random,4138,0,2,0.128
Random,4139,0,2,0.128
Random,4140,1,2,0.128
BFS,283,56,88,51.396
Random,4141,0,2,0.128
Random,4142,1,2,0.128
Random,4143,0,2,0.128
Random,4144,0,2,0.128
DQN,645,35,55,20.338
Random,4145,0,2,0.128
DQN,646,10,55,20.322
Random,4146,0,2,0.128
Random,4147,1,2,0.128
Random,4148,0,2,0.128
Random,4149,0,2,0.128
Random,4150,0,2,0.128
DQN,647,18,55,20.318
Random,4151,0,2,0.128
Random,4152,0,2,0.128
Random,4153,0,2,0.128
Random,4154,0,2,0.128
Random,4155,0,2,0.128
A*,285,73,90,51.330
Random,4156,0,2,0.128
BFS,284,56,88,51.412
Random,4157,0,2,0.128
Random,4158,0,2,0.128
Random,4159,0,2,0.128
Random,4160,0,2,0.128
Random,4161,0,2,0.128
DQN,648,35,55,20.341
Random,4162,0,2,0.128
Random,4163,0,2,0.128
Random,4164,0,2,0.128
Random,4165,1,2,0.128
Random,4166,0,2,0.128
DQN,649,18,55,20.337
Random,4167,0,2,0.128
A*,286,47,90,51.315
Random,4168,0,2,0.128
Random,4169,0,2,0.128
BFS,285,47,88,51.396
Random,4170,0,2,0.128
Random,4171,0,2,0.128
Random,4172,0,2,0.128
Random,4173,0,2,0.128
Random,4174,1,2,0.128
DQN,650,35,55,20.360
Random,4175,0,2,0.128
Random,4176,0,2,0.128
Random,4177,0,2,0.128
Random,4178,0,2,0.128
Random,4179,1,2,0.128
DQN,651,27,55,20.370
Random,4180,0,2,0.128
Random,4181,0,2,0.128
Random,4182,0,2,0.128
Random,4183,0,2,0.128
Random,4184,0,2,0.128
BFS,286,56,88,51.413
Random,4185,1,2,0.128
Random,4186,0,2,0.128
A*,287,64,90,51.359
DQN,652,22,55,20.373
Random,4187,0,2,0.128
Random,4188,0,2,0.128
Random,4189,0,2,0.128
Random,4190,0,2,0.128
Random,4191,2,2,0.128
Random,4192,0,2,0.128
Random,4193,0,2,0.128
Random,4194,0,2,0.128
Random,4195,0,2,0.128
Random,4196,0,2,0.128
DQN,653,30,55,20.387
Random,4197,0,2,0.128
Random,4198,0,2,0.128
Random,4199,0,2,0.128
Random,4200,0,2,0.128
BFS,287,47,88,51.397
Random,4201,0,2,0.128
Random,4202,1,2,0.128
DQN,654,15,55,20.379
Random,4203,0,2,0.128
Random,4204,0,2,0.128
Random,4205,0,2,0.128
DQN,655,14,55,20.369
Random,4206,0,2,0.128
Random,4207,0,2,0.128
Random,4208,1,2,0.128
Random,4209,1,2,0.129
Random,4210,0,2,0.129
Random,4211,0,2,0.128
A*,288,74,90,51.438
DQN,656,24,55,20.375
BFS,288,47,88,51.382
Random,4212,0,2,0.128
Random,4213,0,2,0.128
Random,4214,0,2,0.128
Random,4215,0,2,0.128
Random,4216,0,2,0.128
Random,4217,0,2,0.128
DQN,657,18,55,20.371
Random,4218,0,2,0.128
Random,4219,0,2,0.128
Random,4220,0,2,0.128
DQN,658,9,55,20.354
Random,4221,0,2,0.128
Random,4222,1,2,0.128
Random,4223,0,2,0.128
Random,4224,0,2,0.128
BFS,289,39,88,51.339
Random,4225,0,2,0.128
Random,4226,0,2,0.128
A*,289,55,90,51.450
Random,4227,0,2,0.128
Random,4228,0,2,0.128
Random,4229,0,2,0.128
Random,4230,0,2,0.128
Random,4231,0,2,0.128
Random,4232,0,2,0.128
Random,4233,0,2,0.128
Random,4234,0,2,0.128
Random,4235,1,2,0.128
DQN,659,49,55,20.398
A*,290,42,90,51.417
Random,4236,0,2,0.128
Random,4237,0,2,0.128
Random,4238,0,2,0.128
Random,4239,0,2,0.128
Random,4240,0,2,0.128
BFS,290,56,88,51.355
Random,4241,0,2,0.128
DQN,660,21,55,20.398
Random,4242,0,2,0.128
Random,4243,0,2,0.128
Random,4244,0,2,0.128
Random,4245,1,2,0.128
Random,4246,0,2,0.128
A*,291,47,90,51.402
Random,4247,0,2,0.128
Random,4248,0,2,0.128
Random,4249,0,2,0.128
Random,4250,0,2,0.128
Random,4251,0,2,0.128
DQN,661,27,55,20.408
Random,4252,0,2,0.128
Random,4253,0,2,0.128
Random,4254,0,2,0.128
BFS,291,38,88,51.309
A*,292,30,90,51.329
Random,4255,0,2,0.128
Random,4256,0,2,0.128
Random,4257,0,2,0.128
Random,4258,0,2,0.128
Random,4259,0,2,0.128
DQN,662,34,55,20.429
Random,4260,0,2,0.128
Random,4261,0,2,0.128
Random,4262,0,2,0.128
DQN,663,10,55,20.413
Random,4263,0,2,0.128
Random,4264,0,2,0.128
Random,4265,0,2,0.128
Random,4266,1,2,0.128
Random,4267,0,2,0.128
Random,4268,0,2,0.128
A*,293,54,90,51.338
BFS,292,58,88,51.332
Random,4269,0,2,0.128
Random,4270,0,2,0.128
Random,4271,0,2,0.128
Random,4272,0,2,0.128
DQN,664,35,55,20.435
Random,4273,0,2,0.128
Random,4274,0,2,0.128
Random,4275,0,2,0.127
Random,4276,0,2,0.127
DQN,665,15,55,20.427
Random,4277,0,2,0.127
Random,4278,0,2,0.127
BFS,293,26,88,51.246
Random,4279,0,2,0.127
Random,4280,0,2,0.127
Random,4281,0,2,0.127
DQN,666,19,55,20.425
A*,294,41,90,51.303
Random,4282,0,2,0.127
Random,4283,0,2,0.127
Random,4284,0,2,0.127
Random,4285,0,2,0.127
Random,4286,0,2,0.127
Random,4287,0,2,0.127
Random,4288,0,2,0.127
Random,4289,0,2,0.127
Random,4290,0,2,0.127
DQN,667,29,55,20.438
Random,4291,0,2,0.127
Random,4292,0,2,0.127
Random,4293,0,2,0.127
BFS,294,52,88,51.248
Random,4294,0,2,0.127
Random,4295,0,2,0.127
Random,4296,0,2,0.127
Random,4297,1,2,0.127
Random,4298,0,2,0.127
A*,295,57,90,51.322
Random,4299,0,2,0.127
DQN,668,33,55,20.457
Random,4300,0,2,0.127
Random,4301,0,2,0.127
Random,4302,0,2,0.127
Random,4303,0,2,0.127
Random,4304,0,2,0.127
Random,4305,0,2,0.127
Random,4306,0,2,0.127
DQN,669,23,55,20.460
Random,4307,0,2,0.127
Random,4308,1,2,0.127
A*,296,43,90,51.294
BFS,295,52,88,51.251
Random,4309,0,2,0.127
Random,4310,0,2,0.127
Random,4311,0,2,0.127
Random,4312,0,2,0.127
Random,4313,0,2,0.127
Random,4314,0,2,0.127
Random,4315,0,2,0.127
DQN,670,29,55,20.473
Random,4316,0,2,0.127
Random,4317,0,2,0.127
Random,4318,0,2,0.127
Random,4319,0,2,0.127
Random,4320,0,2,0.127
Random,4321,0,2,0.127
Random,4322,0,2,0.127
Random,4323,0,2,0.127
BFS,296,39,88,51.209
Random,4324,0,2,0.127
Random,4325,0,2,0.126
Random,4326,1,2,0.127
DQN,671,27,55,20.483
Random,4327,0,2,0.127
Random,4328,1,2,0.127
Random,4329,1,2,0.127
A*,297,56,90,51.310
Random,4330,0,2,0.127
Random,4331,0,2,0.127
DQN,672,21,55,20.484
Random,4332,0,2,0.127
Random,4333,0,2,0.127
BFS,297,46,88,51.192
Random,4334,0,2,0.127
Random,4335,0,2,0.127
Random,4336,0,2,0.127
Random,4337,0,2,0.127
Random,4338,0,2,0.127
Random,4339,0,2,0.127
Random,4340,0,2,0.127
DQN,673,33,55,20.502
Random,4341,0,2,0.127
Random,4342,0,2,0.127
Random,4343,0,2,0.127
Random,4344,0,2,0.127
DQN,674,18,55,20.499
A*,298,57,90,51.329
Random,4345,0,2,0.127
Random,4346,0,2,0.127
Random,4347,0,2,0.127
BFS,298,45,88,51.171
Random,4348,0,2,0.126
Random,4349,0,2,0.126
A*,299,19,90,51.221
Random,4350,0,2,0.126
Random,4351,0,2,0.126
Random,4352,0,2,0.126
Random,4353,0,2,0.126
DQN,675,35,55,20.520
Random,4354,0,2,0.126
Random,4355,0,2,0.126
Random,4356,0,2,0.126
Random,4357,1,2,0.126
Random,4358,0,2,0.126
DQN,676,19,55,20.518
Random,4359,0,2,0.126
Random,4360,0,2,0.126
Random,4361,0,2,0.126
Random,4362,1,2,0.127
Random,4363,1,2,0.127
Random,4364,0,2,0.127
DQN,677,22,55,20.520
A*,300,56,90,51.237
BFS,299,63,88,51.211
Random,4365,0,2,0.127
Random,4366,0,2,0.127
Random,4367,0,2,0.127
Random,4368,0,2,0.127
Random,4369,0,2,0.127
DQN,678,21,55,20.521
Random,4370,0,2,0.127
A*,301,28,90,51.159
Random,4371,0,2,0.127
Random,4372,0,2,0.126
BFS,300,34,88,51.153
Random,4373,0,2,0.126
Random,4374,0,2,0.126
Random,4375,0,2,0.126
Random,4376,1,2,0.127
DQN,679,22,55,20.523
Random,4377,0,2,0.127
Random,4378,0,2,0.127
Random,4379,0,2,0.127
Random,4380,0,2,0.126
Random,4381,0,2,0.126
Random,4382,0,2,0.126
BFS,301,35,88,51.100
Random,4383,0,2,0.126
Random,4384,0,2,0.126
DQN,680,27,55,20.532
A*,302,51,90,51.159
Random,4385,0,2,0.126
Random,4386,0,2,0.126
Random,4387,1,2,0.127
Random,4388,0,2,0.126
Random,4389,0,2,0.126
BFS,302,29,88,51.026
Random,4390,0,2,0.126
Random,4391,1,2,0.127
A*,303,33,90,51.099
Random,4392,0,2,0.127
DQN,681,37,55,20.557
Random,4393,0,2,0.127
Random,4394,0,2,0.127
A*,304,28,90,51.023
DQN,682,25,55,20.563
Random,4395,0,2,0.127
Random,4396,0,2,0.126
Random,4397,0,2,0.126
Random,4398,0,2,0.126
Random,4399,1,2,0.127
Random,4400,0,2,0.127
DQN,683,29,55,20.575
Random,4401,0,2,0.127
Random,4402,0,2,0.127
Random,4403,0,2,0.127
Random,4404,0,2,0.126
Random,4405,0,2,0.126
BFS,303,76,88,51.109
Random,4406,0,2,0.126
A*,305,53,90,51.030
DQN,684,24,55,20.580
Random,4407,1,2,0.127
Random,4408,0,2,0.127
Random,4409,0,2,0.127
Random,4410,0,2,0.127
Random,4411,0,2,0.127
Random,4412,0,2,0.126
Random,4413,0,2,0.126
Random,4414,0,2,0.126
Random,4415,0,2,0.126
BFS,304,44,88,51.086
Random,4416,0,2,0.126
Random,4417,0,2,0.126
Random,4418,0,2,0.126
Random,4419,0,2,0.126
Random,4420,0,2,0.126
DQN,685,35,55,20.601
Random,4421,0,2,0.126
Random,4422,0,2,0.126
Random,4423,0,2,0.126
Random,4424,0,2,0.126
A*,306,57,90,51.049
DQN,686,19,55,20.599
Random,4425,0,2,0.126
Random,4426,0,2,0.126
Random,4427,0,2,0.126
DQN,687,16,55,20.592
Random,4428,0,2,0.126
Random,4429,0,2,0.126
Random,4430,0,2,0.126
Random,4431,0,2,0.126
Random,4432,0,2,0.126
BFS,305,62,88,51.121
Random,4433,0,2,0.126
Random,4434,1,2,0.126
Random,4435,1,2,0.126
Random,4436,0,2,0.126
Random,4437,0,2,0.126
Random,4438,0,2,0.126
Random,4439,0,2,0.126
Random,4440,0,2,0.126
Random,4441,0,2,0.126
DQN,688,36,55,20.615
A*,307,54,90,51.059
Random,4442,0,2,0.126
BFS,306,33,88,51.062
Random,4443,0,2,0.126
Random,4444,0,2,0.126
Random,4445,0,2,0.126
Random,4446,1,2,0.126
Random,4447,0,2,0.126
Random,4448,0,2,0.126
Random,4449,0,2,0.126
Random,4450,0,2,0.126
Random,4451,0,2,0.126
Random,4452,0,2,0.126
Random,4453,0,2,0.126
DQN,689,40,55,20.643
Random,4454,0,2,0.126
Random,4455,0,2,0.126
Random,4456,0,2,0.126
BFS,307,36,88,51.013
Random,4457,0,2,0.126
Random,4458,1,2,0.126
Random,4459,0,2,0.126
Random,4460,0,2,0.126
DQN,690,16,55,20.636
Random,4461,0,2,0.126
Random,4462,0,2,0.126
Random,4463,0,2,0.126
Random,4464,0,2,0.126
A*,308,64,90,51.101
Random,4465,0,2,0.126
Random,4466,0,2,0.126
Random,4467,0,2,0.126
Random,4468,0,2,0.126
Random,4469,0,2,0.126
Random,4470,0,2,0.126
Random,4471,0,2,0.126
DQN,691,22,55,20.638
Random,4472,0,2,0.126
Random,4473,0,2,0.126
Random,4474,0,2,0.126
DQN,692,10,55,20.623
Random,4475,0,2,0.126
Random,4476,0,2,0.126
Random,4477,0,2,0.126
Random,4478,0,2,0.126
Random,4479,0,2,0.125
BFS,308,55,88,51.026
Random,4480,0,2,0.125
A*,309,39,90,51.061
Random,4481,0,2,0.125
DQN,693,26,55,20.631
Random,4482,0,2,0.125
Random,4483,0,2,0.125
DQN,694,9,55,20.614
Random,4484,0,2,0.125
Random,4485,0,2,0.125
Random,4486,0,2,0.125
A*,310,25,90,50.977
Random,4487,0,2,0.125
Random,4488,0,2,0.125
Random,4489,1,2,0.125
Random,4490,0,2,0.125
Random,4491,0,2,0.125
Random,4492,0,2,0.125
Random,4493,0,2,0.125
Random,4494,0,2,0.125
Random,4495,0,2,0.125
DQN,695,39,55,20.640
Random,4496,0,2,0.125
A*,311,39,90,50.939
Random,4497,0,2,0.125
Random,4498,0,2,0.125
DQN,696,22,55,20.642
Random,4499,0,2,0.125
Random,4500,0,2,0.125
Random,4501,0,2,0.125
Random,4502,0,2,0.125
A*,312,33,90,50.881
Random,4503,0,2,0.125
BFS,309,88,88,51.146
Random,4504,0,2,0.125
Random,4505,0,2,0.125
Random,4506,0,2,0.125
Random,4507,0,2,0.125
Random,4508,1,2,0.125
DQN,697,30,55,20.656
Random,4509,0,2,0.125
Random,4510,0,2,0.125
Random,4511,0,2,0.125
Random,4512,0,2,0.125
Random,4513,0,2,0.125
Random,4514,0,2,0.125
A*,313,39,90,50.843
Random,4515,0,2,0.125
Random,4516,0,2,0.125
DQN,698,33,55,20.673
Random,4517,0,2,0.125
BFS,310,47,88,51.132
Random,4518,0,2,0.125
Random,4519,0,2,0.125
A*,314,28,90,50.771
Random,4520,0,2,0.125
Random,4521,1,2,0.125
Random,4522,0,2,0.125
Random,4523,0,2,0.125
DQN,699,29,55,20.685
Random,4524,0,2,0.125
BFS,311,37,88,51.087
Hamiltonian,10,297,297,297.000
Random,4525,0,2,0.125
DQN,700,16,55,20.679
Random,4526,0,2,0.125
A*,315,45,90,50.752
Random,4527,0,2,0.125
Random,4528,1,2,0.125
Random,4529,0,2,0.125
Random,4530,0,2,0.125
Random,4531,1,2,0.125
Random,4532,1,2,0.125
BFS,312,33,88,51.029
DQN,701,18,55,20.675
Random,4533,0,2,0.125
Random,4534,0,2,0.125
Random,4535,0,2,0.125
Random,4536,0,2,0.125
Random,4537,0,2,0.125
A*,316,30,90,50.687
Random,4538,1,2,0.125
Random,4539,0,2,0.125
Random,4540,0,2,0.125
DQN,702,23,55,20.678
Random,4541,0,2,0.125
Random,4542,0,2,0.125
Random,4543,1,2,0.125
Random,4544,1,2,0.126
Random,4545,1,2,0.126
Random,4546,0,2,0.126
Random,4547,0,2,0.126
Random,4548,0,2,0.126
DQN,703,41,55,20.707
BFS,313,48,88,51.019
Random,4549,0,2,0.126
Random,4550,0,2,0.126
Random,4551,0,2,0.126
Random,4552,0,2,0.126
Random,4553,0,2,0.126
A*,317,57,90,50.707
Random,4554,0,2,0.126
Random,4555,0,2,0.126
Random,4556,0,2,0.126
Random,4557,0,2,0.126
DQN,704,29,55,20.719
Random,4558,0,2,0.125
Random,4559,1,2,0.126
Random,4560,0,2,0.126
Random,4561,0,2,0.126
Random,4562,0,2,0.126
Random,4563,0,2,0.126
A*,318,38,90,50.667
Random,4564,1,2,0.126
DQN,705,28,55,20.729
BFS,314,56,88,51.035
Random,4565,0,2,0.126
Random,4566,0,2,0.126
Random,4567,0,2,0.126
Random,4568,0,2,0.126
Random,4569,0,2,0.126
Random,4570,0,2,0.126
Random,4571,0,2,0.126
DQN,706,32,55,20.745
Random,4572,0,2,0.126
BFS,315,30,88,50.968
DQN,707,8,55,20.727
DQN,708,4,55,20.703
Random,4573,0,2,0.126
Random,4574,0,2,0.125
Random,4575,0,2,0.125
A*,319,51,90,50.668
Random,4576,1,2,0.126
Random,4577,0,2,0.126
DQN,709,26,55,20.711
Random,4578,0,2,0.126
Random,4579,0,2,0.126
Random,4580,0,2,0.126
Random,4581,0,2,0.126
Random,4582,0,2,0.125
DQN,710,16,55,20.704
Random,4583,1,2,0.126
Random,4584,0,2,0.126
Random,4585,0,2,0.126
Random,4586,0,2,0.126
Random,4587,0,2,0.126
A*,320,43,90,50.644
Random,4588,0,2,0.126
BFS,316,62,88,51.003
Random,4589,0,2,0.126
DQN,711,30,55,20.717
Random,4590,0,2,0.125
Random,4591,0,2,0.125
Random,4592,0,2,0.125
Random,4593,0,2,0.125
Random,4594,0,2,0.125
Random,4595,0,2,0.125
DQN,712,20,55,20.716
Random,4596,0,2,0.125
Random,4597,0,2,0.125
Random,4598,1,2,0.125
Random,4599,1,2,0.126
Random,4600,0,2,0.126
Random,4601,0,2,0.126
DQN,713,21,55,20.717
BFS,317,52,88,51.006
Random,4602,0,2,0.126
Random,4603,0,2,0.126
Random,4604,0,2,0.126
A*,321,70,90,50.704
Random,4605,0,2,0.126
Random,4606,1,2,0.126
Random,4607,0,2,0.126
Random,4608,0,2,0.126
Random,4609,0,2,0.126
DQN,714,29,55,20.728
Random,4610,0,2,0.126
Random,4611,0,2,0.126
Random,4612,0,2,0.126
Random,4613,0,2,0.126
Random,4614,1,2,0.126
Random,4615,0,2,0.126
Random,4616,0,2,0.126
DQN,715,21,55,20.729
Random,4617,1,2,0.126
BFS,318,54,88,51.016
Random,4618,1,2,0.126
Random,4619,0,2,0.126
Random,4620,0,2,0.126
Random,4621,0,2,0.126
DQN,716,24,55,20.733
Random,4622,0,2,0.126
Random,4623,0,2,0.126
Random,4624,0,2,0.126
Random,4625,0,2,0.126
DQN,717,19,55,20.731
Random,4626,0,2,0.126
Random,4627,0,2,0.126
Random,4628,0,2,0.126
A*,322,87,90,50.817
Random,4629,0,2,0.126
Random,4630,0,2,0.126
BFS,319,58,88,51.038
DQN,718,30,55,20.744
Random,4631,0,2,0.126
Random,4632,0,2,0.126
Random,4633,0,2,0.126
Random,4634,0,2,0.126
Random,4635,0,2,0.126
Random,4636,1,2,0.126
A*,323,42,90,50.789
Random,4637,0,2,0.126
Random,4638,0,2,0.126
Random,4639,0,2,0.126
Random,4640,0,2,0.126
Random,4641,0,2,0.126
DQN,719,38,55,20.768
Random,4642,0,2,0.126
Random,4643,0,2,0.126
Random,4644,0,2,0.126
BFS,320,48,88,51.028
Random,4645,0,2,0.126
Random,4646,0,2,0.125
Random,4647,0,2,0.125
Random,4648,1,2,0.126
Random,4649,0,2,0.126
Random,4650,0,2,0.126
DQN,720,27,55,20.776
Random,4651,0,2,0.126
Random,4652,0,2,0.126
A*,324,49,90,50.784
Random,4653,0,2,0.126
BFS,321,31,88,50.966
Random,4654,0,2,0.125
Random,4655,0,2,0.125
Random,4656,0,2,0.125
DQN,721,34,55,20.795
Random,4657,0,2,0.125
Random,4658,1,2,0.126
Random,4659,0,2,0.126
Random,4660,0,2,0.126
A*,325,45,90,50.766
Random,4661,1,2,0.126
Random,4662,0,2,0.126
DQN,722,23,55,20.798
Random,4663,0,2,0.126
Random,4664,0,2,0.126
Random,4665,1,2,0.126
Random,4666,0,2,0.126
Random,4667,0,2,0.126
Random,4668,0,2,0.126
DQN,723,27,55,20.806
Random,4669,0,2,0.126
Random,4670,0,2,0.126
Random,4671,0,2,0.126
Random,4672,0,2,0.126
DQN,724,15,55,20.798
Random,4673,1,2,0.126
BFS,322,83,88,51.065
A*,326,56,90,50.782
Random,4674,0,2,0.126
Random,4675,0,2,0.126
DQN,725,23,55,20.801
Random,4676,0,2,0.126
Random,4677,0,2,0.126
Random,4678,0,2,0.126
Random,4679,0,2,0.126
Random,4680,0,2,0.126
Random,4681,1,2,0.126
Random,4682,0,2,0.126
Random,4683,0,2,0.126
Random,4684,0,2,0.126
Random,4685,0,2,0.126
DQN,726,27,55,20.810
Random,4686,0,2,0.126
BFS,323,39,88,51.028
Random,4687,0,2,0.126
Random,4688,1,2,0.126
A*,327,47,90,50.771
Random,4689,0,2,0.126
Random,4690,1,2,0.126
Random,4691,0,2,0.126
Random,4692,0,2,0.126
Random,4693,0,2,0.126
Random,4694,0,2,0.126
Random,4695,0,2,0.126
Random,4696,0,2,0.126
Random,4697,0,2,0.126
DQN,727,27,55,20.818
Random,4698,0,2,0.126
Random,4699,0,2,0.126
Random,4700,0,2,0.126
Random,4701,0,2,0.126
Random,4702,0,2,0.126
Random,4703,1,2,0.126
BFS,324,37,88,50.985
Random,4704,1,2,0.126
Random,4705,0,2,0.126
DQN,728,24,55,20.823
Random,4706,0,2,0.126
DQN,729,12,55,20.811
Random,4707,0,2,0.126
Random,4708,0,2,0.126
Random,4709,0,2,0.126
A*,328,70,90,50.829
DQN,730,18,55,20.807
BFS,325,35,88,50.935
Random,4710,0,2,0.126
Random,4711,0,2,0.126
Random,4712,0,2,0.126
Random,4713,1,2,0.126
Random,4714,0,2,0.126
Random,4715,0,2,0.126
Random,4716,0,2,0.126
Random,4717,0,2,0.126
Random,4718,0,2,0.126
Random,4719,0,2,0.126
DQN,731,29,55,20.818
Random,4720,0,2,0.126
BFS,326,29,88,50.868
Random,4721,0,2,0.126
Random,4722,0,2,0.126
Random,4723,0,2,0.126
Random,4724,0,2,0.126
Random,4725,0,2,0.126
Random,4726,0,2,0.126
DQN,732,21,55,20.818
Random,4727,1,2,0.126
Random,4728,0,2,0.126
A*,329,55,90,50.842
Random,4729,0,2,0.126
Random,4730,0,2,0.126
Random,4731,0,2,0.126
Random,4732,0,2,0.126
Random,4733,0,2,0.126
Random,4734,0,2,0.126
Random,4735,0,2,0.126
Random,4736,0,2,0.126
Random,4737,0,2,0.126
Random,4738,0,2,0.126
Random,4739,1,2,0.126
Random,4740,1,2,0.126
DQN,733,35,55,20.838
Random,4741,0,2,0.126
Random,4742,0,2,0.126
BFS,327,63,88,50.905
Random,4743,1,2,0.126
Random,4744,0,2,0.126
Random,4745,0,2,0.126
Random,4746,1,2,0.126
Random,4747,0,2,0.126
Random,4748,0,2,0.126
Random,4749,0,2,0.126
DQN,734,32,55,20.853
Random,4750,0,2,0.126
A*,330,63,90,50.879
Random,4751,0,2,0.126
Random,4752,0,2,0.126
Random,4753,0,2,0.126
DQN,735,24,55,20.857
Random,4754,0,2,0.126
Random,4755,0,2,0.126
Random,4756,0,2,0.126
Random,4757,0,2,0.126
Random,4758,0,2,0.126
Random,4759,0,2,0.126
Random,4760,0,2,0.126
Random,4761,0,2,0.126
DQN,736,28,55,20.867
BFS,328,65,88,50.948
Random,4762,0,2,0.126
DQN,737,21,55,20.867
Random,4763,0,2,0.126
A*,331,55,90,50.891
Random,4764,0,2,0.126
Random,4765,0,2,0.126
Random,4766,0,2,0.126
Random,4767,0,2,0.126
Random,4768,0,2,0.126
BFS,329,36,88,50.903
Random,4769,0,2,0.126
DQN,738,21,55,20.867
Random,4770,0,2,0.126
DQN,739,12,55,20.855
Random,4771,0,2,0.126
Random,4772,0,2,0.126
Random,4773,0,2,0.125
Random,4774,0,2,0.125
DQN,740,16,55,20.849
Random,4775,0,2,0.125
Random,4776,0,2,0.125
Random,4777,0,2,0.125
Random,4778,0,2,0.125
Random,4779,0,2,0.125
Random,4780,0,2,0.125
Random,4781,0,2,0.125
DQN,741,17,55,20.843
A*,332,54,90,50.901
Random,4782,1,2,0.125
Random,4783,0,2,0.125
Random,4784,0,2,0.125
BFS,330,55,88,50.915
DQN,742,12,55,20.832
Random,4785,0,2,0.125
Random,4786,0,2,0.125
Random,4787,0,2,0.125
Random,4788,1,2,0.126
